b4_1,1,6.031052991653441,gen
b4_2,2,22.66518813734264,b4_1
b1_2,2,23.608536553100087,b4_1
b4_3,3,128.4737711830229,b4_2
b1_3,3,129.4215323756477,b1_2
b4_4,4,168.37243616091885,b4_3
b1_4,4,169.32235206992422,b1_3
b1_5,5,172.25524765341004,b1_4
b4_6,6,188.24153057872766,b1_5
b1_6,6,189.19710019864127,b1_5
b1_7,7,218.68298466640314,b1_6
b1_8,8,306.76067187785765,b1_7
b1_9,9,317.7180116142655,b1_8
b1_10,10,353.72029043288484,b1_9
b1_11,11,396.2201577036567,b1_10
b4_12,12,488.39583539368476,b1_11
b1_12,12,489.3589085044485,b1_11
